barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(34), np.int64(35), np.int64(37), np.int64(8), np.int64(12), np.int64(45), np.int64(16), np.int64(21), np.int64(27)}), frozenset({34, 35, 37, 8, 12, 45, 21, 25, 27}), frozenset({34, 37, 8, 12, 45, 16, 21, 25, 27})]",3,"[[np.int64(16), 25], [35, 16]]","[[19, 23, 17], [19, 15, 23], [19, 21, 15]]","[{36}, {13}, {36}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(24), np.int64(25), np.int64(29)}), frozenset({37, 10, 12, 45, 46, 18, 24, 25, 29}), frozenset({37, 10, 12, 45, 46, 44, 18, 25, 29})]",3,"[[np.int64(32), 46], [24, 44]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(14), np.int64(15), np.int64(25), np.int64(27), np.int64(30)}), frozenset({34, 37, 40, 10, 14, 15, 20, 25, 27}), frozenset({34, 37, 40, 10, 42, 14, 15, 20, 25}), frozenset({34, 37, 40, 10, 42, 14, 15, 21, 25})]",4,"[[np.int64(30), 20], [27, 42], [20, 21]]","[[19, 15, 21], [19, 23, 17], [17, 23, 19], [21, 15, 19]]","[{16}, {36}, {26}, {24}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(18), np.int64(25), np.int64(29)}), frozenset({37, 39, 41, 10, 12, 15, 18, 25, 29}), frozenset({37, 39, 8, 41, 10, 15, 18, 25, 29}), frozenset({37, 8, 41, 10, 15, 18, 19, 25, 29})]",4,"[[np.int64(13), 39], [12, 8], [39, 19]]","[[15, 19, 17], [15, 17, 19], [17, 15, 19], [17, 21, 17]]","[{26}, {17}, {16}, {26}]"
"[frozenset({7, 42, 44, 13, 20, 22, 27, 28, 30}), frozenset({7, 42, 44, 17, 20, 22, 27, 28, 30}), frozenset({7, 42, 44, 17, 22, 24, 27, 28, 30})]",3,"[[13, 17], [20, 24]]","[[15, 21, 17], [23, 17, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(19), np.int64(25), np.int64(26), np.int64(31)}), frozenset({34, 10, 44, 45, 14, 15, 25, 26, 31}), frozenset({34, 10, 44, 45, 14, 15, 25, 29, 31})]",3,"[[np.int64(19), 44], [26, 29]]","[[19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{35}, {24}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(7), np.int64(41), np.int64(11), np.int64(18), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 34, 36, 7, 41, 11, 20, 21, 28}), frozenset({32, 34, 7, 41, 11, 20, 21, 28, 29}), frozenset({32, 34, 36, 7, 41, 11, 21, 28, 29})]",4,"[[np.int64(18), 36], [36, 29], [20, 36]]","[[21, 19, 15], [17, 19, 25], [17, 21, 15], [17, 17, 23]]","[{35}, {13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(7), np.int64(40), np.int64(11), np.int64(44), np.int64(17), np.int64(20), np.int64(28)}), frozenset({32, 36, 7, 40, 11, 44, 20, 21, 28}), frozenset({32, 7, 40, 11, 44, 20, 21, 28, 31}), frozenset({32, 35, 7, 40, 11, 44, 20, 28, 31})]",4,"[[np.int64(17), 21], [36, 31], [21, 35]]","[[23, 17, 17], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(36), np.int64(39), np.int64(8), np.int64(12), np.int64(46), np.int64(15), np.int64(21), np.int64(24), np.int64(27)}), frozenset({39, 8, 12, 46, 15, 21, 24, 27, 30}), frozenset({39, 8, 12, 46, 15, 21, 27, 29, 30}), frozenset({39, 8, 12, 46, 15, 16, 21, 27, 29})]",4,"[[np.int64(36), 30], [24, 29], [30, 16]]","[[17, 17, 23], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(42), np.int64(11), np.int64(44), np.int64(14), np.int64(20), np.int64(26), np.int64(28)}), frozenset({7, 42, 11, 44, 14, 20, 26, 28, 30}), frozenset({7, 42, 11, 44, 14, 20, 28, 30, 31}), frozenset({7, 42, 11, 44, 14, 17, 20, 28, 31})]",4,"[[np.int64(35), 30], [26, 31], [30, 17]]","[[17, 17, 23], [23, 17, 17], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(35), np.int64(37), np.int64(41), np.int64(10), np.int64(11), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 35, 37, 41, 10, 12, 15, 18, 25}), frozenset({34, 37, 41, 10, 12, 15, 18, 24, 25})]",3,"[[np.int64(11), 12], [35, 24]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(46), np.int64(16), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 13, 46, 19, 21, 27, 30}), frozenset({39, 8, 42, 13, 46, 19, 24, 27, 30})]",3,"[[np.int64(16), 13], [21, 24]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(40), np.int64(12), np.int64(45), np.int64(21), np.int64(25)}), frozenset({32, 34, 8, 40, 12, 45, 21, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 30})]",4,"[[np.int64(36), 31], [40, 23], [31, 30]]","[[17, 15, 21], [19, 15, 17], [19, 17, 15], [17, 17, 23]]","[{13}, {24}, {35}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(42), np.int64(44), np.int64(14), np.int64(20), np.int64(28), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 16, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 17, 20, 28, 30})]",3,"[[np.int64(40), 16], [16, 17]]","[[15, 17, 21], [15, 21, 19], [25, 17, 19]]","[{13}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(23), np.int64(30)}), frozenset({32, 39, 8, 46, 15, 16, 21, 23, 30}), frozenset({32, 39, 8, 46, 15, 16, 23, 26, 30})]",3,"[[np.int64(13), 16], [21, 26]]","[[21, 15, 17], [17, 23, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(7), np.int64(41), np.int64(11), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 34, 7, 41, 11, 20, 21, 26, 28}), frozenset({32, 34, 7, 41, 11, 20, 21, 28, 29}), frozenset({32, 34, 36, 7, 41, 11, 21, 28, 29})]",4,"[[np.int64(36), 26], [26, 29], [20, 36]]","[[17, 19, 25], [21, 19, 15], [17, 21, 15], [17, 17, 23]]","[{13}, {35}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(9), np.int64(41), np.int64(15), np.int64(21), np.int64(25), np.int64(29), np.int64(30)}), frozenset({32, 8, 9, 41, 15, 21, 24, 25, 29}), frozenset({32, 36, 8, 9, 41, 15, 21, 24, 29})]",3,"[[np.int64(30), 24], [25, 36]]","[[17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{13}, {31}, {13}]"
"[frozenset({np.int64(34), np.int64(40), np.int64(8), np.int64(12), np.int64(45), np.int64(21), np.int64(25), np.int64(27), np.int64(29)}), frozenset({34, 8, 40, 12, 45, 21, 25, 27, 31}), frozenset({34, 8, 12, 45, 21, 25, 27, 28, 31}), frozenset({34, 8, 12, 45, 21, 25, 27, 28, 30})]",4,"[[np.int64(29), 31], [40, 28], [31, 30]]","[[17, 15, 21], [19, 15, 17], [19, 17, 15], [17, 17, 23]]","[{13}, {24}, {35}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(8), np.int64(12), np.int64(46), np.int64(16), np.int64(26), np.int64(30)}), frozenset({32, 34, 39, 8, 12, 46, 16, 21, 30}), frozenset({32, 34, 39, 8, 12, 46, 21, 29, 30}), frozenset({32, 34, 39, 8, 12, 46, 16, 21, 29})]",4,"[[np.int64(26), 21], [16, 29], [30, 16]]","[[23, 17, 19], [17, 25, 19], [17, 15, 21], [17, 23, 17]]","[{24}, {31}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(41), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(28), np.int64(31)}), frozenset({37, 7, 41, 44, 14, 20, 25, 28, 31}), frozenset({37, 7, 41, 44, 14, 16, 20, 25, 28})]",3,"[[np.int64(17), 25], [31, 16]]","[[23, 17, 17], [15, 17, 21], [15, 19, 17]]","[{29}, {13}, {26}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(41), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(25), np.int64(29)}), frozenset({37, 41, 10, 12, 45, 18, 20, 25, 29}), frozenset({37, 10, 12, 45, 18, 20, 25, 27, 29}), frozenset({37, 40, 10, 12, 45, 18, 25, 27, 29})]",4,"[[np.int64(40), 20], [41, 27], [20, 40]]","[[15, 17, 19], [15, 19, 17], [17, 19, 15], [17, 17, 21]]","[{17}, {26}, {36}, {17}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(39), np.int64(8), np.int64(12), np.int64(44), np.int64(46), np.int64(21), np.int64(24)}), frozenset({32, 39, 8, 12, 44, 46, 21, 24, 30}), frozenset({32, 39, 8, 12, 44, 46, 21, 29, 30}), frozenset({32, 39, 8, 12, 44, 46, 16, 21, 29})]",4,"[[np.int64(36), 30], [24, 29], [30, 16]]","[[17, 17, 23], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(9), np.int64(45), np.int64(13), np.int64(18), np.int64(19), np.int64(25), np.int64(27)}), frozenset({34, 37, 9, 42, 45, 13, 18, 19, 25}), frozenset({34, 37, 42, 13, 45, 14, 18, 19, 25})]",3,"[[np.int64(27), 42], [9, 14]]","[[17, 19, 15], [15, 19, 17], [21, 17, 17]]","[{36}, {26}, {35}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(9), np.int64(10), np.int64(45), np.int64(19), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 37, 10, 11, 45, 19, 22, 25, 30}), frozenset({34, 37, 10, 11, 45, 19, 20, 22, 25})]",3,"[[np.int64(9), 11], [30, 20]]","[[17, 19, 23], [19, 17, 23], [19, 21, 15]]","[{17}, {16}, {36}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(12), np.int64(15), np.int64(21), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 12, 15, 21, 27, 29, 30}), frozenset({39, 8, 42, 12, 15, 16, 21, 27, 29})]",3,"[[np.int64(24), 29], [30, 16]]","[[17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({np.int64(34), np.int64(35), np.int64(39), np.int64(8), np.int64(42), np.int64(12), np.int64(16), np.int64(21), np.int64(27)}), frozenset({34, 35, 39, 8, 42, 12, 21, 27, 30}), frozenset({34, 39, 8, 42, 12, 16, 21, 27, 30}), frozenset({34, 39, 8, 42, 12, 21, 22, 27, 30})]",4,"[[np.int64(16), 30], [35, 16], [16, 22]]","[[17, 23, 17], [17, 15, 21], [17, 25, 19], [21, 15, 19]]","[{31}, {13}, {31}, {24}]"
"[frozenset({np.int64(9), np.int64(42), np.int64(44), np.int64(13), np.int64(46), np.int64(22), np.int64(26), np.int64(28), np.int64(30)}), frozenset({9, 42, 44, 13, 46, 20, 22, 28, 30}), frozenset({9, 42, 44, 46, 17, 20, 22, 28, 30}), frozenset({9, 42, 44, 46, 17, 22, 24, 28, 30})]",4,"[[np.int64(26), 20], [13, 17], [20, 24]]","[[23, 17, 17], [15, 21, 17], [23, 17, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(23), np.int64(25), np.int64(29)}), frozenset({35, 37, 41, 10, 14, 15, 18, 25, 29}), frozenset({35, 37, 41, 10, 12, 15, 18, 25, 29}), frozenset({37, 41, 10, 12, 15, 18, 25, 28, 29})]",4,"[[np.int64(23), 35], [14, 12], [35, 28]]","[[17, 21, 17], [17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{26}, {16}, {17}, {26}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(40), np.int64(9), np.int64(20), np.int64(23), np.int64(28), np.int64(31)}), frozenset({32, 8, 40, 9, 20, 21, 23, 28, 31}), frozenset({32, 36, 8, 40, 9, 20, 21, 23, 28}), frozenset({32, 36, 40, 9, 8, 17, 20, 23, 28})]",4,"[[np.int64(35), 21], [31, 36], [21, 17]]","[[17, 17, 23], [21, 17, 15], [17, 17, 23], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(9), np.int64(41), np.int64(11), np.int64(46), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 9, 41, 11, 46, 20, 21, 23, 29}), frozenset({32, 36, 9, 41, 11, 46, 21, 23, 29})]",3,"[[np.int64(36), 29], [20, 36]]","[[17, 17, 23], [17, 21, 15], [17, 17, 23]]","[{13}, {31}, {13}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(25), np.int64(28), np.int64(29)}), frozenset({35, 37, 41, 10, 14, 15, 18, 25, 29}), frozenset({35, 37, 41, 10, 12, 15, 18, 25, 29}), frozenset({37, 41, 10, 12, 15, 18, 25, 28, 29})]",4,"[[np.int64(28), 35], [14, 12], [35, 28]]","[[17, 21, 17], [17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{26}, {16}, {17}, {26}]"
"[frozenset({np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(22), np.int64(23), np.int64(25), np.int64(29)}), frozenset({37, 10, 42, 12, 45, 18, 23, 25, 29}), frozenset({37, 42, 10, 12, 45, 44, 18, 25, 29})]",3,"[[np.int64(22), 42], [23, 44]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(46), np.int64(15), np.int64(14), np.int64(20), np.int64(25)}), frozenset({32, 34, 37, 40, 10, 14, 15, 20, 25}), frozenset({32, 34, 37, 40, 10, 14, 15, 25, 29})]",3,"[[np.int64(46), 32], [20, 29]]","[[17, 23, 19], [19, 23, 17], [19, 15, 21]]","[{26}, {36}, {16}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(42), np.int64(12), np.int64(15), np.int64(16), np.int64(22), np.int64(25), np.int64(30)}), frozenset({36, 39, 10, 42, 12, 15, 22, 25, 30}), frozenset({36, 39, 10, 11, 42, 15, 22, 25, 30}), frozenset({39, 10, 11, 42, 15, 20, 22, 25, 30})]",4,"[[np.int64(16), 36], [12, 11], [36, 20]]","[[15, 21, 17], [15, 17, 19], [17, 15, 19], [17, 23, 17]]","[{31}, {17}, {16}, {31}]"
"[frozenset({np.int64(39), np.int64(7), np.int64(10), np.int64(46), np.int64(18), np.int64(19), np.int64(25), np.int64(26), np.int64(30)}), frozenset({39, 7, 10, 46, 18, 19, 25, 30, 31}), frozenset({39, 10, 14, 46, 18, 19, 25, 30, 31}), frozenset({39, 10, 14, 46, 18, 19, 25, 26, 30})]",4,"[[np.int64(26), 31], [7, 14], [31, 26]]","[[23, 17, 17], [15, 17, 19], [17, 15, 19], [21, 15, 17]]","[{29}, {17}, {16}, {29}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(44), np.int64(16), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 44, 13, 19, 21, 27, 30}), frozenset({39, 8, 42, 44, 13, 19, 24, 27, 30})]",3,"[[np.int64(16), 13], [21, 24]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(28)}), frozenset({34, 37, 10, 45, 14, 13, 15, 25, 28}), frozenset({34, 37, 40, 10, 45, 13, 14, 15, 25}), frozenset({34, 37, 40, 10, 45, 14, 15, 25, 30})]",4,"[[np.int64(36), 13], [28, 40], [13, 30]]","[[17, 17, 21], [19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{16}, {35}, {24}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(40), np.int64(12), np.int64(45), np.int64(17), np.int64(21), np.int64(25)}), frozenset({32, 34, 8, 12, 45, 17, 21, 23, 25}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 30})]",3,"[[np.int64(40), 23], [17, 30]]","[[19, 15, 17], [19, 17, 15], [17, 17, 23]]","[{24}, {35}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(40), np.int64(12), np.int64(46), np.int64(20), np.int64(21), np.int64(25)}), frozenset({32, 34, 35, 40, 8, 12, 46, 21, 25}), frozenset({32, 34, 8, 40, 12, 46, 18, 21, 25})]",3,"[[np.int64(20), 35], [35, 18]]","[[17, 23, 17], [17, 15, 21], [19, 15, 17]]","[{31}, {13}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(35), np.int64(37), np.int64(8), np.int64(12), np.int64(45), np.int64(16), np.int64(21)}), frozenset({32, 34, 35, 37, 8, 12, 45, 21, 25}), frozenset({32, 34, 37, 8, 12, 45, 16, 21, 25})]",3,"[[np.int64(16), 25], [35, 16]]","[[19, 23, 17], [19, 15, 23], [19, 21, 15]]","[{36}, {13}, {36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(41), np.int64(9), np.int64(11), np.int64(21), np.int64(28), np.int64(29)}), frozenset({32, 34, 41, 9, 11, 20, 21, 28, 29}), frozenset({32, 34, 9, 41, 11, 20, 21, 26, 28}), frozenset({32, 34, 36, 41, 9, 11, 20, 21, 28})]",4,"[[np.int64(36), 20], [29, 26], [26, 36]]","[[17, 17, 23], [17, 21, 15], [21, 19, 15], [17, 19, 25]]","[{13}, {31}, {35}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(28)}), frozenset({37, 7, 40, 42, 44, 14, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 16, 20, 28, 30})]",3,"[[np.int64(17), 30], [40, 16]]","[[23, 17, 17], [15, 17, 21], [15, 21, 19]]","[{29}, {13}, {26}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(13), np.int64(15), np.int64(16), np.int64(22), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 42, 13, 15, 16, 22, 23, 25, 30}), frozenset({39, 8, 42, 13, 15, 22, 23, 25, 30})]",3,"[[np.int64(26), 25], [16, 8]]","[[23, 17, 17], [15, 21, 17], [21, 15, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(9), np.int64(41), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 34, 8, 9, 41, 20, 21, 23, 26}), frozenset({32, 34, 8, 9, 41, 20, 21, 23, 24}), frozenset({32, 34, 36, 8, 41, 9, 21, 23, 24})]",4,"[[np.int64(36), 26], [26, 24], [20, 36]]","[[17, 19, 25], [21, 19, 15], [17, 21, 15], [17, 17, 23]]","[{13}, {35}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(41), np.int64(9), np.int64(11), np.int64(20), np.int64(21), np.int64(23), np.int64(27)}), frozenset({32, 41, 9, 11, 20, 21, 23, 27, 29}), frozenset({32, 36, 9, 41, 11, 21, 23, 27, 29})]",3,"[[np.int64(36), 29], [20, 36]]","[[17, 17, 23], [17, 21, 15], [17, 17, 23]]","[{13}, {31}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(26), np.int64(28)}), frozenset({34, 37, 39, 10, 45, 14, 15, 25, 26}), frozenset({34, 36, 37, 39, 10, 45, 14, 15, 25})]",3,"[[np.int64(28), 39], [26, 36]]","[[19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{35}, {24}, {16}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(41), np.int64(9), np.int64(12), np.int64(16), np.int64(21), np.int64(29)}), frozenset({32, 39, 8, 41, 9, 12, 21, 25, 29}), frozenset({32, 8, 9, 41, 12, 21, 25, 28, 29}), frozenset({32, 36, 8, 9, 41, 12, 21, 28, 29})]",4,"[[np.int64(16), 25], [39, 28], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(7), np.int64(41), np.int64(11), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 34, 7, 41, 11, 20, 21, 23, 29}), frozenset({32, 34, 7, 41, 11, 18, 20, 21, 23}), frozenset({32, 34, 36, 7, 41, 11, 20, 21, 23})]",4,"[[np.int64(36), 20], [29, 18], [18, 36]]","[[17, 17, 23], [17, 21, 15], [21, 19, 15], [17, 19, 25]]","[{13}, {31}, {35}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(12), np.int64(45), np.int64(21), np.int64(25), np.int64(28)}), frozenset({32, 34, 8, 12, 45, 21, 25, 26, 28}), frozenset({32, 34, 39, 8, 12, 45, 21, 25, 26}), frozenset({32, 34, 36, 39, 8, 12, 45, 21, 25})]",4,"[[np.int64(36), 26], [28, 39], [26, 36]]","[[17, 17, 23], [19, 17, 15], [19, 15, 17], [17, 15, 21]]","[{13}, {35}, {24}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(17), np.int64(25)}), frozenset({34, 37, 10, 45, 14, 15, 17, 25, 28}), frozenset({34, 36, 37, 10, 45, 14, 15, 25, 28})]",3,"[[np.int64(40), 28], [17, 36]]","[[19, 15, 17], [19, 17, 15], [17, 17, 21]]","[{24}, {35}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(46), np.int64(19), np.int64(21), np.int64(25)}), frozenset({34, 37, 10, 45, 14, 46, 19, 20, 25}), frozenset({34, 37, 10, 45, 14, 46, 19, 25, 31}), frozenset({34, 37, 10, 45, 14, 13, 19, 25, 31})]",4,"[[np.int64(21), 20], [20, 31], [46, 13]]","[[21, 17, 17], [17, 21, 17], [17, 17, 21], [19, 17, 15]]","[{35}, {26}, {16}, {35}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(15), np.int64(22), np.int64(24), np.int64(25), np.int64(30)}), frozenset({39, 8, 42, 10, 45, 15, 22, 25, 30}), frozenset({39, 9, 10, 42, 45, 15, 22, 25, 30}), frozenset({39, 9, 42, 10, 15, 22, 24, 25, 30})]",4,"[[np.int64(24), 45], [8, 9], [45, 24]]","[[17, 23, 17], [17, 15, 19], [15, 17, 19], [15, 21, 17]]","[{31}, {16}, {17}, {31}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(12), np.int64(44), np.int64(46), np.int64(15), np.int64(21), np.int64(24), np.int64(30)}), frozenset({32, 8, 44, 12, 46, 15, 21, 29, 30}), frozenset({32, 8, 12, 44, 46, 15, 16, 21, 29})]",3,"[[np.int64(24), 29], [30, 16]]","[[17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({np.int64(39), np.int64(7), np.int64(42), np.int64(44), np.int64(13), np.int64(19), np.int64(22), np.int64(26), np.int64(30)}), frozenset({39, 7, 42, 44, 13, 19, 22, 25, 30}), frozenset({39, 8, 42, 44, 13, 19, 22, 25, 30}), frozenset({39, 8, 42, 44, 13, 19, 22, 24, 30})]",4,"[[np.int64(26), 25], [7, 8], [25, 24]]","[[23, 17, 17], [15, 21, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(35), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 35, 37, 41, 10, 12, 15, 18, 25}), frozenset({34, 37, 41, 10, 12, 15, 18, 24, 25})]",3,"[[np.int64(14), 12], [35, 24]]","[[17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{16}, {17}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(44), np.int64(12), np.int64(46), np.int64(16), np.int64(21), np.int64(30)}), frozenset({32, 34, 8, 12, 44, 46, 17, 21, 30}), frozenset({32, 34, 8, 12, 44, 46, 21, 29, 30}), frozenset({32, 34, 8, 12, 44, 46, 16, 21, 29})]",4,"[[np.int64(16), 17], [17, 29], [30, 16]]","[[17, 25, 19], [21, 15, 19], [17, 15, 21], [17, 23, 17]]","[{31}, {24}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(8), np.int64(12), np.int64(45), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29)}), frozenset({37, 39, 8, 12, 45, 21, 25, 27, 29}), frozenset({37, 39, 8, 12, 45, 16, 21, 27, 29})]",3,"[[np.int64(28), 39], [25, 16]]","[[19, 21, 15], [19, 15, 23], [19, 23, 17]]","[{36}, {13}, {36}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(10), np.int64(42), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(30)}), frozenset({35, 39, 7, 10, 42, 20, 22, 23, 30}), frozenset({7, 39, 42, 10, 20, 22, 23, 26, 30})]",3,"[[np.int64(24), 35], [35, 26]]","[[15, 21, 17], [15, 19, 21], [25, 19, 17]]","[{31}, {17}, {29}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(42), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 10, 11, 42, 19, 21, 22, 27, 30}), frozenset({39, 10, 11, 42, 45, 19, 21, 27, 30})]",3,"[[np.int64(24), 21], [22, 45]]","[[17, 23, 17], [21, 15, 17], [19, 15, 21]]","[{31}, {29}, {16}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(41), np.int64(44), np.int64(12), np.int64(46), np.int64(21), np.int64(27), np.int64(30)}), frozenset({34, 8, 44, 12, 46, 17, 21, 27, 30}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 30})]",3,"[[np.int64(41), 17], [17, 16]]","[[17, 15, 21], [21, 15, 19], [17, 25, 19]]","[{13}, {24}, {31}]"
