barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(34), np.int64(37), np.int64(39), np.int64(9), np.int64(13), np.int64(45), np.int64(15), np.int64(22), np.int64(25)}), frozenset({34, 37, 39, 45, 13, 15, 17, 22, 25}), frozenset({34, 37, 13, 45, 15, 17, 19, 22, 25}), frozenset({34, 37, 45, 13, 15, 16, 19, 22, 25})]",4,"[[np.int64(9), 17], [39, 19], [17, 16]]","[[17, 21, 17], [19, 15, 17], [19, 17, 15], [17, 19, 15]]","[{36}, {24}, {35}, {36}]"
"[frozenset({np.int64(36), np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(18), np.int64(20), np.int64(23), np.int64(30)}), frozenset({39, 9, 10, 42, 18, 20, 23, 26, 30}), frozenset({37, 39, 9, 10, 42, 18, 20, 23, 30}), frozenset({37, 39, 9, 42, 17, 18, 20, 23, 30}), frozenset({37, 39, 9, 42, 17, 18, 23, 24, 30})]",5,"[[np.int64(36), 26], [26, 37], [10, 17], [20, 24]]","[[15, 19, 21], [25, 19, 17], [15, 19, 19], [25, 17, 19], [17, 23, 19]]","[{17}, {29}, {17, 26, 29}, {29}, {26}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({37, 7, 40, 42, 14, 20, 25, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 21, 25, 28}), frozenset({37, 7, 40, 42, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30})]",6,"[[np.int64(17), 42], [31, 21], [21, 15], [42, 27], [15, 30]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17], [15, 19, 17], [17, 19, 15], [17, 17, 23]]","[{29}, {13}, {29}, {26}, {36}, {13}]"
"[frozenset({np.int64(34), np.int64(35), np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 35, 37, 40, 10, 11, 15, 18, 25}), frozenset({32, 34, 37, 40, 10, 11, 15, 18, 25}), frozenset({32, 34, 37, 40, 10, 15, 18, 20, 25})]",4,"[[np.int64(12), 11], [35, 32], [11, 20]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17], [17, 21, 17]]","[{17}, {16}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(12), np.int64(44), np.int64(46), np.int64(20), np.int64(21), np.int64(25)}), frozenset({32, 34, 8, 44, 12, 46, 21, 25, 26}), frozenset({32, 34, 8, 12, 44, 46, 21, 25, 30}), frozenset({32, 8, 12, 44, 46, 20, 21, 25, 30}), frozenset({32, 8, 12, 44, 46, 21, 25, 29, 30})]",5,"[[np.int64(20), 26], [26, 30], [34, 20], [20, 29]]","[[17, 23, 17], [19, 15, 17], [17, 15, 19], [17, 23, 17], [17, 15, 21]]","[{31}, {24}, {24, 13, 31}, {31}, {13}]"
"[frozenset({np.int64(35), np.int64(9), np.int64(10), np.int64(44), np.int64(46), np.int64(18), np.int64(20), np.int64(26), np.int64(28)}), frozenset({9, 10, 44, 46, 18, 20, 26, 28, 30}), frozenset({37, 9, 10, 44, 46, 18, 20, 28, 30}), frozenset({37, 9, 44, 46, 17, 18, 20, 28, 30}), frozenset({37, 9, 44, 46, 17, 18, 24, 28, 30})]",5,"[[np.int64(35), 30], [26, 37], [10, 17], [20, 24]]","[[17, 19, 23], [25, 19, 17], [15, 19, 19], [25, 17, 19], [17, 23, 19]]","[{17}, {29}, {17, 26, 29}, {29}, {26}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(42), np.int64(12), np.int64(44), np.int64(46), np.int64(21), np.int64(27), np.int64(30)}), frozenset({8, 42, 12, 44, 46, 16, 21, 27, 30}), frozenset({8, 42, 12, 44, 46, 21, 27, 29, 30}), frozenset({8, 42, 44, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(34), 16], [16, 29], [30, 16]]","[[17, 15, 19], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{24, 13, 31}, {31}, {13}, {31}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(9), np.int64(45), np.int64(46), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 34, 8, 9, 45, 46, 20, 21, 28}), frozenset({32, 34, 8, 9, 45, 46, 21, 28, 30}), frozenset({32, 34, 8, 9, 45, 46, 16, 21, 28})]",4,"[[np.int64(35), 34], [20, 30], [30, 16]]","[[17, 17, 23], [17, 19, 15], [17, 17, 23], [17, 21, 15]]","[{13}, {35, 13, 31}, {13}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 39, 10, 42, 12, 15, 18, 25}), frozenset({34, 37, 39, 10, 42, 15, 18, 21, 25}), frozenset({34, 37, 39, 10, 42, 15, 18, 20, 25})]",4,"[[np.int64(8), 12], [12, 21], [21, 20]]","[[17, 15, 19], [15, 17, 19], [21, 15, 19], [15, 21, 19]]","[{16, 24, 26}, {24, 17, 26}, {24}, {26}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(16), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 11, 20, 21, 25, 27, 28}), frozenset({35, 7, 40, 11, 20, 21, 25, 27, 28}), frozenset({7, 40, 11, 20, 21, 25, 27, 28, 31})]",5,"[[np.int64(16), 30], [30, 21], [37, 35], [35, 31]]","[[17, 19, 15], [17, 17, 23], [19, 17, 15], [17, 17, 23], [21, 17, 15]]","[{36}, {13}, {29, 36, 13}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(45), np.int64(14), np.int64(17), np.int64(19), np.int64(25)}), frozenset({34, 37, 10, 42, 45, 14, 19, 25, 29}), frozenset({34, 37, 10, 42, 45, 14, 19, 25, 31}), frozenset({34, 37, 10, 45, 14, 13, 19, 25, 31})]",4,"[[np.int64(17), 29], [29, 31], [42, 13]]","[[21, 17, 17], [17, 21, 17], [17, 17, 21], [19, 17, 15]]","[{35}, {26}, {16}, {35}]"
"[frozenset({34, 10, 42, 44, 15, 17, 22, 25, 30}), frozenset({34, 10, 42, 12, 44, 15, 22, 25, 30}), frozenset({34, 10, 11, 42, 44, 15, 22, 25, 30}), frozenset({34, 10, 42, 44, 15, 16, 22, 25, 30}), frozenset({34, 10, 42, 44, 15, 16, 22, 26, 30})]",5,"[[17, 12], [12, 11], [11, 16], [25, 26]]","[[21, 15, 19], [15, 17, 19], [17, 15, 19], [15, 23, 19], [23, 17, 19]]","[{24}, {24, 17, 31}, {16, 24, 31}, {31}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(22), np.int64(25)}), frozenset({34, 37, 8, 40, 10, 15, 18, 22, 25}), frozenset({34, 37, 40, 8, 10, 42, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25})]",6,"[[np.int64(16), 8], [22, 42], [8, 20], [20, 17], [17, 7]]","[[17, 21, 17], [19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19]]","[{36}, {16, 24, 36}, {16, 24, 26}, {26}, {24}, {24, 17, 26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(45), np.int64(13), np.int64(46), np.int64(14), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 45, 13, 46, 18, 19, 25, 29}), frozenset({32, 34, 37, 13, 45, 18, 19, 25, 29}), frozenset({32, 34, 37, 45, 13, 18, 19, 25, 31})]",4,"[[np.int64(14), 29], [46, 32], [29, 31]]","[[21, 17, 17], [15, 19, 17], [17, 19, 15], [19, 17, 15]]","[{35}, {26}, {36}, {35}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(10), np.int64(42), np.int64(44), np.int64(15), np.int64(26), np.int64(27), np.int64(30)}), frozenset({34, 8, 10, 42, 44, 15, 20, 27, 30}), frozenset({34, 8, 10, 42, 44, 15, 21, 27, 30}), frozenset({8, 42, 10, 44, 15, 21, 24, 27, 30}), frozenset({8, 42, 10, 44, 15, 21, 27, 29, 30})]",5,"[[np.int64(26), 20], [20, 21], [34, 24], [24, 29]]","[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 15, 21]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(45), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 8, 41, 12, 45, 21, 23, 25, 29}), frozenset({32, 35, 8, 41, 12, 45, 21, 25, 29}), frozenset({32, 35, 8, 41, 12, 45, 16, 21, 29})]",4,"[[np.int64(36), 25], [23, 35], [25, 16]]","[[17, 17, 23], [17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(8), np.int64(9), np.int64(45), np.int64(20), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 35, 37, 8, 9, 45, 20, 21, 23}), frozenset({32, 34, 37, 8, 9, 45, 20, 21, 23}), frozenset({32, 34, 36, 8, 9, 45, 20, 21, 23}), frozenset({32, 34, 8, 9, 45, 18, 20, 21, 23})]",5,"[[np.int64(29), 35], [35, 34], [37, 36], [36, 18]]","[[19, 21, 15], [19, 17, 25], [19, 19, 15], [17, 19, 25], [21, 19, 15]]","[{36}, {13}, {35, 36, 13}, {13}, {35}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(8), np.int64(10), np.int64(42), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",5,"[[np.int64(8), 20], [20, 17], [17, 7], [42, 21]]","[[17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(34), np.int64(10), np.int64(42), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(28), np.int64(31)}), frozenset({34, 10, 13, 14, 15, 45, 25, 28, 31}), frozenset({34, 39, 10, 45, 14, 15, 13, 25, 31}), frozenset({34, 39, 10, 42, 45, 14, 15, 25, 31})]",4,"[[np.int64(42), 13], [28, 39], [13, 42]]","[[17, 17, 21], [19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{16}, {35}, {24}, {16}]"
"[frozenset({np.int64(7), np.int64(9), np.int64(44), np.int64(46), np.int64(14), np.int64(17), np.int64(20), np.int64(23), np.int64(31)}), frozenset({7, 9, 44, 14, 46, 20, 23, 30, 31}), frozenset({7, 9, 44, 14, 46, 20, 23, 26, 30}), frozenset({35, 7, 9, 44, 46, 14, 20, 23, 26})]",4,"[[np.int64(17), 30], [31, 26], [30, 35]]","[[23, 17, 17], [15, 17, 21], [23, 17, 17], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(9), np.int64(41), np.int64(45), np.int64(20), np.int64(21), np.int64(28), np.int64(29)}), frozenset({32, 36, 8, 9, 41, 45, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 45, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 45, 21, 28, 30})]",4,"[[np.int64(29), 36], [36, 34], [20, 30]]","[[17, 21, 15], [17, 17, 23], [17, 19, 15], [17, 17, 23]]","[{31}, {13}, {35, 13, 31}, {13}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(40), np.int64(9), np.int64(11), np.int64(20), np.int64(23), np.int64(28), np.int64(31)}), frozenset({32, 40, 9, 11, 20, 21, 23, 28, 31}), frozenset({32, 36, 40, 9, 11, 20, 21, 23, 28}), frozenset({32, 37, 40, 9, 11, 20, 21, 23, 28})]",4,"[[np.int64(35), 21], [31, 36], [36, 37]]","[[17, 17, 23], [21, 17, 15], [17, 17, 23], [19, 17, 15]]","[{13}, {29}, {13}, {29, 36, 13}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(7), np.int64(41), np.int64(11), np.int64(45), np.int64(16), np.int64(21), np.int64(23)}), frozenset({32, 35, 7, 41, 11, 45, 20, 21, 23}), frozenset({32, 7, 41, 11, 45, 20, 21, 23, 29}), frozenset({32, 36, 7, 41, 11, 45, 21, 23, 29})]",4,"[[np.int64(16), 20], [35, 29], [20, 36]]","[[17, 23, 17], [17, 17, 23], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(25), np.int64(26), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 11, 16, 20, 25, 27, 28}), frozenset({37, 7, 40, 11, 20, 21, 25, 27, 28}), frozenset({35, 7, 40, 11, 20, 21, 25, 27, 28})]",5,"[[np.int64(26), 30], [30, 16], [16, 21], [37, 35]]","[[21, 17, 15], [17, 17, 23], [17, 19, 15], [19, 17, 15], [17, 17, 23]]","[{29}, {13}, {36}, {29, 36, 13}, {13}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(46), np.int64(18), np.int64(19), np.int64(21), np.int64(25), np.int64(30)}), frozenset({37, 39, 10, 11, 46, 18, 19, 25, 30}), frozenset({37, 39, 7, 10, 46, 18, 19, 25, 30}), frozenset({7, 39, 10, 46, 18, 19, 25, 26, 30})]",4,"[[np.int64(21), 37], [11, 7], [37, 26]]","[[21, 15, 17], [17, 15, 19], [15, 17, 19], [23, 17, 17]]","[{29}, {16, 26, 29}, {17, 26, 29}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(45), np.int64(13), np.int64(15), np.int64(19), np.int64(22), np.int64(25)}), frozenset({34, 37, 8, 45, 13, 15, 19, 22, 25}), frozenset({34, 37, 8, 40, 13, 45, 15, 22, 25}), frozenset({34, 37, 7, 40, 13, 45, 15, 22, 25})]",4,"[[np.int64(7), 8], [19, 40], [8, 7]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {35}, {24}, {36}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(13), np.int64(15), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 13, 15, 19, 21, 27, 30}), frozenset({39, 8, 42, 15, 19, 21, 24, 27, 30}), frozenset({39, 8, 10, 42, 15, 19, 21, 27, 30})]",4,"[[np.int64(24), 21], [13, 24], [24, 10]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17], [19, 15, 17]]","[{31}, {29}, {31}, {16, 29, 31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(28), np.int64(31)}), frozenset({37, 7, 40, 10, 18, 20, 22, 25, 28}), frozenset({37, 7, 40, 10, 42, 18, 20, 25, 28}), frozenset({37, 7, 40, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(31), 10], [22, 42], [10, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {17, 36, 29}, {17, 26, 29}, {29}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(28), np.int64(31)}), frozenset({37, 40, 9, 13, 18, 20, 22, 25, 28}), frozenset({37, 40, 9, 42, 13, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(31), 13], [22, 42], [13, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(9), np.int64(41), np.int64(46), np.int64(16), np.int64(21), np.int64(23)}), frozenset({32, 35, 8, 9, 41, 46, 20, 21, 23}), frozenset({32, 34, 8, 9, 41, 46, 20, 21, 23}), frozenset({32, 34, 36, 8, 9, 41, 46, 21, 23}), frozenset({32, 34, 8, 9, 41, 46, 16, 21, 23})]",5,"[[np.int64(16), 20], [35, 34], [20, 36], [36, 16]]","[[17, 23, 17], [17, 17, 23], [17, 19, 15], [17, 17, 23], [17, 21, 15]]","[{31}, {13}, {35, 13, 31}, {13}, {31}]"
"[frozenset({np.int64(7), np.int64(9), np.int64(44), np.int64(46), np.int64(14), np.int64(17), np.int64(20), np.int64(28), np.int64(30)}), frozenset({37, 7, 9, 44, 46, 14, 20, 28, 30}), frozenset({37, 7, 9, 44, 14, 46, 20, 21, 28}), frozenset({35, 37, 7, 9, 44, 46, 14, 20, 28})]",4,"[[np.int64(17), 37], [30, 21], [21, 35]]","[[23, 17, 17], [15, 17, 19], [23, 17, 17], [15, 17, 21]]","[{29}, {26, 29, 13}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(46), np.int64(18), np.int64(25), np.int64(31)}), frozenset({34, 37, 40, 10, 12, 18, 22, 25, 31}), frozenset({34, 35, 37, 40, 10, 12, 18, 22, 25}), frozenset({34, 37, 40, 10, 12, 13, 18, 22, 25})]",4,"[[np.int64(46), 22], [31, 35], [35, 13]]","[[15, 17, 19], [21, 17, 17], [17, 17, 21], [17, 21, 17]]","[{17}, {24}, {17}, {36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(35), np.int64(8), np.int64(41), np.int64(12), np.int64(46), np.int64(16), np.int64(21)}), frozenset({32, 34, 35, 8, 41, 12, 46, 21, 25}), frozenset({32, 34, 8, 41, 12, 46, 21, 24, 25}), frozenset({32, 34, 36, 8, 41, 12, 46, 21, 24})]",4,"[[np.int64(16), 25], [35, 24], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(37), np.int64(8), np.int64(41), np.int64(10), np.int64(15), np.int64(18), np.int64(19), np.int64(25), np.int64(29)}), frozenset({37, 8, 41, 10, 15, 18, 25, 29, 30}), frozenset({37, 7, 41, 10, 15, 18, 25, 29, 30}), frozenset({37, 7, 41, 10, 15, 18, 24, 25, 29})]",4,"[[np.int64(19), 30], [8, 7], [30, 24]]","[[17, 21, 17], [17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{26}, {16}, {17}, {26}]"
"[frozenset({np.int64(34), np.int64(7), np.int64(40), np.int64(10), np.int64(15), np.int64(18), np.int64(22), np.int64(25), np.int64(31)}), frozenset({34, 36, 7, 40, 10, 15, 18, 25, 31}), frozenset({34, 36, 8, 40, 10, 15, 18, 25, 31}), frozenset({32, 34, 8, 40, 10, 15, 18, 25, 31})]",4,"[[np.int64(22), 36], [7, 8], [36, 32]]","[[21, 17, 17], [15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{24}, {17}, {16}, {24}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(7), np.int64(40), np.int64(9), np.int64(11), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 37, 7, 40, 9, 11, 20, 21, 28}), frozenset({32, 35, 37, 7, 40, 9, 11, 20, 28}), frozenset({32, 37, 7, 40, 9, 11, 17, 20, 28})]",4,"[[np.int64(35), 37], [21, 35], [35, 17]]","[[17, 17, 23], [19, 17, 15], [17, 17, 23], [21, 17, 15]]","[{13}, {29, 36, 13}, {13}, {29}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(46), np.int64(15), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 11, 46, 15, 19, 21, 24, 27, 30}), frozenset({39, 11, 13, 46, 15, 19, 21, 27, 30}), frozenset({39, 11, 13, 46, 15, 19, 24, 27, 30})]",4,"[[np.int64(10), 24], [24, 13], [21, 24]]","[[19, 15, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{16, 29, 31}, {31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(44), np.int64(15), np.int64(18), np.int64(20), np.int64(25)}), frozenset({34, 37, 10, 11, 42, 44, 15, 18, 25}), frozenset({34, 37, 9, 10, 42, 44, 15, 18, 25}), frozenset({34, 37, 10, 42, 44, 15, 17, 18, 25})]",4,"[[np.int64(20), 11], [11, 9], [9, 17]]","[[15, 21, 19], [17, 15, 19], [15, 17, 19], [21, 15, 19]]","[{26}, {16, 24, 26}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(42), np.int64(13), np.int64(19), np.int64(22), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 7, 42, 13, 19, 22, 23, 25, 30}), frozenset({39, 42, 13, 17, 19, 22, 23, 25, 30}), frozenset({39, 42, 13, 17, 19, 22, 23, 24, 30})]",4,"[[np.int64(26), 25], [7, 17], [25, 24]]","[[23, 17, 17], [15, 21, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(46), np.int64(18), np.int64(19), np.int64(25), np.int64(26), np.int64(30)}), frozenset({39, 8, 10, 46, 18, 19, 25, 30, 31}), frozenset({39, 7, 10, 46, 18, 19, 25, 30, 31}), frozenset({7, 39, 10, 46, 18, 19, 25, 26, 30})]",4,"[[np.int64(26), 31], [8, 7], [31, 26]]","[[21, 15, 17], [17, 15, 19], [15, 17, 19], [23, 17, 17]]","[{29}, {16}, {17}, {29}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(7), np.int64(10), np.int64(44), np.int64(46), np.int64(18), np.int64(20), np.int64(28)}), frozenset({37, 7, 10, 44, 46, 18, 20, 21, 28}), frozenset({37, 7, 10, 44, 46, 18, 20, 28, 30}), frozenset({7, 10, 44, 46, 18, 20, 26, 28, 30}), frozenset({35, 7, 10, 44, 46, 18, 20, 26, 28})]",5,"[[np.int64(35), 21], [21, 30], [37, 26], [30, 35]]","[[15, 19, 21], [25, 19, 17], [15, 19, 19], [25, 19, 17], [17, 19, 23]]","[{17}, {29}, {17, 26, 29}, {29}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(11), np.int64(45), np.int64(15), np.int64(22), np.int64(25), np.int64(28)}), frozenset({34, 35, 37, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 10, 11, 45, 15, 20, 22, 25}), frozenset({34, 37, 40, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 40, 10, 45, 15, 16, 22, 25})]",5,"[[np.int64(28), 35], [35, 20], [20, 40], [11, 16]]","[[19, 17, 15], [19, 15, 21], [19, 21, 15], [19, 15, 17], [17, 21, 17]]","[{16, 35, 36}, {16}, {36}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(44), np.int64(16), np.int64(19), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 44, 16, 19, 21, 27, 30}), frozenset({39, 8, 42, 10, 44, 19, 21, 27, 30}), frozenset({39, 8, 42, 10, 44, 19, 20, 27, 30}), frozenset({39, 8, 10, 42, 44, 19, 26, 27, 30})]",5,"[[np.int64(26), 21], [16, 10], [21, 20], [20, 26]]","[[23, 17, 17], [17, 23, 17], [19, 15, 17], [17, 23, 17], [21, 15, 17]]","[{29}, {31}, {16, 29, 31}, {31}, {29}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(13), np.int64(15), np.int64(19), np.int64(22), np.int64(24), np.int64(30)}), frozenset({39, 8, 42, 13, 15, 19, 22, 25, 30}), frozenset({39, 9, 42, 13, 15, 19, 22, 25, 30}), frozenset({39, 9, 42, 13, 15, 19, 22, 26, 30})]",4,"[[np.int64(24), 25], [8, 9], [25, 26]]","[[17, 23, 17], [21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(44), np.int64(13), np.int64(45), np.int64(15), np.int64(20), np.int64(22), np.int64(25)}), frozenset({34, 37, 44, 45, 13, 15, 17, 22, 25}), frozenset({34, 37, 13, 45, 15, 17, 19, 22, 25}), frozenset({34, 37, 45, 13, 15, 16, 19, 22, 25})]",4,"[[np.int64(20), 17], [44, 19], [17, 16]]","[[17, 21, 17], [19, 15, 17], [19, 17, 15], [17, 19, 15]]","[{36}, {24}, {35}, {36}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(44), np.int64(14), np.int64(46), np.int64(20), np.int64(24), np.int64(25), np.int64(28)}), frozenset({37, 7, 44, 14, 46, 20, 21, 25, 28}), frozenset({37, 7, 44, 14, 46, 20, 25, 28, 30}), frozenset({7, 44, 14, 46, 17, 20, 25, 28, 30}), frozenset({7, 44, 46, 14, 20, 25, 28, 30, 31})]",5,"[[np.int64(24), 21], [21, 30], [37, 17], [17, 31]]","[[15, 19, 17], [23, 17, 17], [15, 17, 19], [23, 17, 17], [15, 17, 21]]","[{26}, {29}, {26, 29, 13}, {29}, {13}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(25), np.int64(27), np.int64(29)}), frozenset({37, 10, 12, 45, 18, 25, 27, 28, 29}), frozenset({37, 10, 42, 12, 45, 18, 25, 28, 29}), frozenset({37, 42, 10, 12, 45, 44, 18, 25, 29})]",4,"[[np.int64(40), 28], [27, 42], [28, 44]]","[[17, 17, 21], [17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{17}, {36}, {26}, {17}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(39), np.int64(10), np.int64(42), np.int64(18), np.int64(21), np.int64(23), np.int64(30)}), frozenset({37, 7, 39, 10, 42, 18, 20, 23, 30}), frozenset({39, 7, 10, 42, 18, 20, 23, 26, 30}), frozenset({35, 7, 39, 10, 42, 18, 20, 23, 26})]",4,"[[np.int64(21), 20], [37, 26], [30, 35]]","[[25, 17, 19], [15, 19, 19], [25, 19, 17], [17, 19, 23]]","[{29}, {17, 26, 29}, {29}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 37, 10, 12, 45, 18, 20, 22, 25}), frozenset({34, 37, 10, 42, 12, 45, 18, 20, 25}), frozenset({34, 37, 10, 42, 12, 45, 44, 18, 25}), frozenset({34, 37, 10, 12, 44, 45, 18, 21, 25})]",5,"[[np.int64(30), 20], [22, 42], [20, 44], [42, 21]]","[[17, 17, 21], [17, 19, 15], [15, 19, 17], [15, 17, 19], [21, 17, 17]]","[{17}, {36}, {26}, {24, 17, 26}, {24}]"
